contract_type,symbol,description,strike,expiration_date,mark,bid,bid_size,ask,ask_size,last,last_size,open_interest,total_volume,delta,gamma,theta,vega,rho,volatility,theoretical_volatility,theoretical_option_value,intrinsic_value,extrinsic_value,underlying_price
CALL,SPXW  260406C07275000,SPXW 04/06/2026 7275.00 C,7275.0,2026-04-06,0.05,0.0,0,0.1,82,0.1,1,366,0,0.001,0.0,-0.033,0.021,0.001,31.482,29.0,0.05,-956.11,956.21,6318.89
CALL,SPXW  260406C07300000,SPXW 04/06/2026 7300.00 C,7300.0,2026-04-06,0.05,0.0,0,0.1,210,0.15,1,72,0,0.001,0.0,-0.033,0.02,0.001,32.186,29.0,0.05,-981.11,981.26,6318.89
CALL,SPXW  260406C07325000,SPXW 04/06/2026 7325.00 C,7325.0,2026-04-06,0.05,0.0,0,0.1,211,0.1,1,95,0,0.001,0.0,-0.033,0.02,0.001,32.899,29.0,0.05,-1006.11,1006.21,6318.89
CALL,SPXW  260406C07350000,SPXW 04/06/2026 7350.00 C,7350.0,2026-04-06,0.05,0.0,0,0.1,211,0.12,1,807,0,0.001,0.0,-0.033,0.02,0.001,33.582,29.0,0.05,-1031.11,1031.23,6318.89
CALL,SPXW  260406C07400000,SPXW 04/06/2026 7400.00 C,7400.0,2026-04-06,0.05,0.0,0,0.1,215,0.15,1,33,0,0.001,0.0,-0.033,0.019,0.001,34.974,29.0,0.05,-1081.11,1081.26,6318.89
CALL,SPXW  260406C07500000,SPXW 04/06/2026 7500.00 C,7500.0,2026-04-06,0.05,0.0,0,0.1,219,0.2,1,12,0,0.001,0.0,-0.033,0.018,0.001,37.686,29.0,0.05,-1181.11,1181.31,6318.89
CALL,SPXW  260406C07600000,SPXW 04/06/2026 7600.00 C,7600.0,2026-04-06,0.03,0.0,0,0.05,50,0.13,1,7,0,0.0,0.0,-0.018,0.01,0.0,38.43,29.0,0.025,-1281.11,1281.24,6318.89
CALL,SPXW  260406C07800000,SPXW 04/06/2026 7800.00 C,7800.0,2026-04-06,0.05,0.0,0,0.1,615,0.2,1,8,0,0.0,0.0,-0.034,0.015,0.001,45.554,29.0,0.05,-1481.11,1481.31,6318.89
CALL,SPXW  260406C08000000,SPXW 04/06/2026 8000.00 C,8000.0,2026-04-06,0.05,0.0,0,0.1,661,0.08,1,2,0,0.0,0.0,-0.034,0.014,0.001,50.576,29.0,0.05,-1681.11,1681.19,6318.89
CALL,SPXW  260406C08200000,SPXW 04/06/2026 8200.00 C,8200.0,2026-04-06,0.03,0.0,0,0.05,155,0.0,0,4,0,0.0,0.0,-0.018,0.007,0.0,52.904,29.0,0.025,-1881.11,1881.11,6318.89
CALL,SPXW  260406C08400000,SPXW 04/06/2026 8400.00 C,8400.0,2026-04-06,0.03,0.0,0,0.05,176,0.0,0,0,0,0.0,0.0,-0.018,0.007,0.0,57.417,29.0,0.025,-2081.11,2081.11,6318.89
CALL,SPXW  260406C08600000,SPXW 04/06/2026 8600.00 C,8600.0,2026-04-06,0.03,0.0,0,0.05,187,0.15,4,4,0,0.0,0.0,-0.018,0.006,0.0,61.856,29.0,0.025,-2281.11,2281.26,6318.89
CALL,SPXW  260406C08800000,SPXW 04/06/2026 8800.00 C,8800.0,2026-04-06,0.03,0.0,0,0.05,216,0.0,0,0,0,0.0,0.0,-0.018,0.006,0.0,66.064,29.0,0.025,-2481.11,2481.11,6318.89
CALL,SPXW  260406C09000000,SPXW 04/06/2026 9000.00 C,9000.0,2026-04-06,0.03,0.0,0,0.05,219,0.05,1,0,1,0.0,0.0,-0.019,0.006,0.0,70.284,29.0,0.025,-2681.11,2681.16,6318.89
PUT,SPXW  260406P02600000,SPXW 04/06/2026 2600.00 P,2600.0,2026-04-06,0.03,0.0,0,0.05,115,0.0,0,0,0,0.0,0.0,-0.019,0.002,0.0,173.315,29.0,0.025,-3718.89,3718.89,6318.89
PUT,SPXW  260406P02800000,SPXW 04/06/2026 2800.00 P,2800.0,2026-04-06,0.03,0.0,0,0.05,113,0.25,1,85,0,0.0,0.0,-0.019,0.003,0.0,159.255,29.0,0.025,-3518.89,3519.14,6318.89
PUT,SPXW  260406P03000000,SPXW 04/06/2026 3000.00 P,3000.0,2026-04-06,0.05,0.0,0,0.1,405,0.1,1,192,0,0.0,0.0,-0.036,0.005,0.0,152.764,29.0,0.05,-3318.89,3318.99,6318.89
PUT,SPXW  260406P03200000,SPXW 04/06/2026 3200.00 P,3200.0,2026-04-06,0.03,0.0,0,0.05,500,0.03,12,19,25,0.0,0.0,-0.019,0.003,0.0,133.994,29.0,0.025,-3118.89,3118.92,6318.89
PUT,SPXW  260406P03400000,SPXW 04/06/2026 3400.00 P,3400.0,2026-04-06,0.05,0.0,0,0.1,96,0.07,184,309,296,0.0,0.0,-0.035,0.006,0.0,128.108,29.0,0.05,-2918.89,2918.96,6318.89
PUT,SPXW  260406P03600000,SPXW 04/06/2026 3600.00 P,3600.0,2026-04-06,0.08,0.05,29,0.1,95,0.05,1,777,54,0.0,0.0,-0.052,0.009,0.0,120.168,29.0,0.075,-2718.89,2718.94,6318.89
PUT,SPXW  260406P03800000,SPXW 04/06/2026 3800.00 P,3800.0,2026-04-06,0.1,0.05,181,0.15,142,0.1,1,317,291,0.0,0.0,-0.067,0.012,0.0,111.478,29.0,0.1,-2518.89,2518.99,6318.89
PUT,SPXW  260406P04000000,SPXW 04/06/2026 4000.00 P,4000.0,2026-04-06,0.13,0.1,75,0.15,1,0.1,1,648,2,-0.001,0.0,-0.082,0.016,-0.001,102.543,29.0,0.125,-2318.89,2318.99,6318.89
PUT,SPXW  260406P04200000,SPXW 04/06/2026 4200.00 P,4200.0,2026-04-06,0.18,0.15,71,0.2,1,0.15,1,365,94,-0.001,0.0,-0.111,0.023,-0.001,94.722,29.0,0.175,-2118.89,2119.04,6318.89
PUT,SPXW  260406P04400000,SPXW 04/06/2026 4400.00 P,4400.0,2026-04-06,0.28,0.2,311,0.35,268,0.31,6,1803,160,-0.001,0.0,-0.167,0.036,-0.002,87.918,29.0,0.275,-1918.89,1919.2,6318.89
PUT,SPXW  260406P04600000,SPXW 04/06/2026 4600.00 P,4600.0,2026-04-06,0.4,0.35,216,0.45,164,0.4,6,875,352,-0.002,0.0,-0.232,0.053,-0.002,80.574,29.0,0.4,-1718.89,1719.29,6318.89
PUT,SPXW  260406P04800000,SPXW 04/06/2026 4800.00 P,4800.0,2026-04-06,0.55,0.5,241,0.6,27,0.52,40,2063,571,-0.003,0.0,-0.306,0.075,-0.003,72.83,29.0,0.55,-1518.89,1519.41,6318.89
PUT,SPXW  260406P05000000,SPXW 04/06/2026 5000.00 P,5000.0,2026-04-06,0.8,0.75,213,0.85,27,0.7,10,1204,340,-0.004,0.0,-0.421,0.112,-0.005,65.454,29.0,0.8,-1318.89,1319.59,6318.89
PUT,SPXW  260406P05100000,SPXW 04/06/2026 5100.00 P,5100.0,2026-04-06,0.98,0.9,258,1.05,238,0.92,2,0,573,-0.005,0.0,-0.496,0.138,-0.007,61.795,29.0,0.975,-1218.89,1219.81,6318.89
PUT,SPXW  260406P05200000,SPXW 04/06/2026 5200.00 P,5200.0,2026-04-06,1.18,1.1,275,1.25,121,1.15,2,1369,648,-0.007,0.0,-0.579,0.169,-0.009,58.015,29.0,1.175,-1118.89,1120.04,6318.89
PUT,SPXW  260406P05300000,SPXW 04/06/2026 5300.00 P,5300.0,2026-04-06,1.48,1.4,252,1.55,152,1.39,67,358,527,-0.009,0.0,-0.697,0.213,-0.011,54.463,29.0,1.475,-1018.89,1020.28,6318.89
PUT,SPXW  260406P05400000,SPXW 04/06/2026 5400.00 P,5400.0,2026-04-06,1.83,1.75,227,1.9,122,1.8,1,898,1940,-0.012,0.0,-0.825,0.267,-0.015,50.727,29.0,1.825,-918.89,920.69,6318.89
PUT,SPXW  260406P05500000,SPXW 04/06/2026 5500.00 P,5500.0,2026-04-06,2.28,2.2,186,2.35,26,2.15,4,949,552,-0.015,0.0,-0.979,0.336,-0.019,46.948,29.0,2.275,-818.89,821.04,6318.89
PUT,SPXW  260406P05525000,SPXW 04/06/2026 5525.00 P,5525.0,2026-04-06,2.42,2.35,138,2.5,129,2.0,31,0,216,-0.016,0.0,-1.02,0.356,-0.02,45.975,29.0,2.4,-793.89,795.89,6318.89
PUT,SPXW  260406P05550000,SPXW 04/06/2026 5550.00 P,5550.0,2026-04-06,2.55,2.5,98,2.6,22,2.05,2,0,67,-0.017,0.0,-1.059,0.377,-0.022,44.977,29.0,2.525,-768.89,770.94,6318.89
PUT,SPXW  260406P05575000,SPXW 04/06/2026 5575.00 P,5575.0,2026-04-06,2.7,2.65,98,2.75,21,2.55,11,53,132,-0.019,0.0,-1.106,0.4,-0.023,44.016,29.0,2.675,-743.89,746.44,6318.89
PUT,SPXW  260406P05600000,SPXW 04/06/2026 5600.00 P,5600.0,2026-04-06,2.85,2.8,102,2.9,21,2.85,1,1687,1181,-0.02,0.0,-1.16,0.427,-0.025,43.086,29.0,2.85,-718.89,721.74,6318.89
PUT,SPXW  260406P05625000,SPXW 04/06/2026 5625.00 P,5625.0,2026-04-06,3.03,2.95,128,3.1,94,2.85,2,41,121,-0.022,0.0,-1.212,0.454,-0.027,42.119,29.0,3.025,-693.89,696.74,6318.89
PUT,SPXW  260406P05650000,SPXW 04/06/2026 5650.00 P,5650.0,2026-04-06,3.2,3.1,182,3.3,152,3.0,5,258,170,-0.023,0.0,-1.261,0.482,-0.029,41.118,29.0,3.198,-668.89,671.89,6318.89
PUT,SPXW  260406P05675000,SPXW 04/06/2026 5675.00 P,5675.0,2026-04-06,3.4,3.3,185,3.5,122,3.2,3,3291,2299,-0.025,0.0,-1.318,0.514,-0.031,40.138,29.0,3.4,-643.89,647.09,6318.89
PUT,SPXW  260406P05700000,SPXW 04/06/2026 5700.00 P,5700.0,2026-04-06,3.65,3.5,207,3.8,338,3.7,1,602,211,-0.027,0.0,-1.372,0.546,-0.034,39.121,29.0,3.6,-618.89,622.59,6318.89
PUT,SPXW  260406P05725000,SPXW 04/06/2026 5725.00 P,5725.0,2026-04-06,3.9,3.8,135,4.0,153,3.7,5,221,190,-0.03,0.0,-1.455,0.589,-0.037,38.245,29.0,3.9,-593.89,597.59,6318.89
PUT,SPXW  260406P05750000,SPXW 04/06/2026 5750.00 P,5750.0,2026-04-06,4.2,4.1,110,4.3,151,3.8,20,356,438,-0.032,0.0,-1.533,0.633,-0.04,37.316,29.0,4.2,-568.89,572.69,6318.89
PUT,SPXW  260406P05775000,SPXW 04/06/2026 5775.00 P,5775.0,2026-04-06,4.6,4.5,13,4.7,309,4.3,4,367,367,-0.035,0.0,-1.608,0.678,-0.043,36.339,29.0,4.5,-543.89,548.19,6318.89
PUT,SPXW  260406P05800000,SPXW 04/06/2026 5800.00 P,5800.0,2026-04-06,5.0,4.9,13,5.1,102,4.8,2,8159,997,-0.039,0.0,-1.707,0.733,-0.048,35.454,29.0,4.9,-518.89,523.69,6318.89
PUT,SPXW  260406P05825000,SPXW 04/06/2026 5825.00 P,5825.0,2026-04-06,5.4,5.3,137,5.5,65,5.1,1,242,201,-0.043,0.0,-1.827,0.799,-0.053,34.637,29.0,5.4,-493.89,498.99,6318.89
PUT,SPXW  260406P05850000,SPXW 04/06/2026 5850.00 P,5850.0,2026-04-06,6.0,5.9,7,6.1,99,5.5,11,542,243,-0.048,0.0,-1.966,0.873,-0.059,33.857,29.0,6.0,-468.89,474.39,6318.89
PUT,SPXW  260406P05875000,SPXW 04/06/2026 5875.00 P,5875.0,2026-04-06,6.65,6.5,151,6.8,117,6.32,22,317,270,-0.053,0.0,-2.096,0.949,-0.066,32.994,29.0,6.599,-443.89,450.21,6318.89
PUT,SPXW  260406P05900000,SPXW 04/06/2026 5900.00 P,5900.0,2026-04-06,7.45,7.3,108,7.6,113,6.91,1,725,519,-0.06,0.0,-2.263,1.041,-0.074,32.249,29.0,7.399,-418.89,425.8,6318.89
PUT,SPXW  260406P05925000,SPXW 04/06/2026 5925.00 P,5925.0,2026-04-06,8.4,8.3,6,8.5,74,8.0,5,302,966,-0.068,0.0,-2.452,1.145,-0.084,31.534,29.0,8.35,-393.89,401.89,6318.89
PUT,SPXW  260406P05950000,SPXW 04/06/2026 5950.00 P,5950.0,2026-04-06,9.55,9.4,58,9.7,82,9.03,1,329,489,-0.077,0.001,-2.666,1.263,-0.095,30.866,29.0,9.5,-368.89,377.92,6318.89
PUT,SPXW  260406P05975000,SPXW 04/06/2026 5975.00 P,5975.0,2026-04-06,10.9,10.8,62,11.0,25,10.5,10,402,806,-0.088,0.001,-2.91,1.395,-0.109,30.251,29.0,10.9,-343.89,354.39,6318.89
PUT,SPXW  260406P05990000,SPXW 04/06/2026 5990.00 P,5990.0,2026-04-06,11.9,11.8,46,12.0,51,11.61,1,0,155,-0.095,0.001,-3.064,1.481,-0.118,29.887,29.0,11.85,-328.89,340.5,6318.89
PUT,SPXW  260406P06000000,SPXW 04/06/2026 6000.00 P,6000.0,2026-04-06,12.6,12.5,48,12.7,49,12.29,1,2759,3736,-0.1,0.001,-3.173,1.541,-0.124,29.654,29.0,12.55,-318.89,331.18,6318.89
PUT,SPXW  260406P06010000,SPXW 04/06/2026 6010.00 P,6010.0,2026-04-06,13.4,13.3,40,13.5,56,12.9,1,0,244,-0.106,0.001,-3.286,1.603,-0.131,29.428,29.0,13.3,-308.89,321.79,6318.89
PUT,SPXW  260406P06020000,SPXW 04/06/2026 6020.00 P,6020.0,2026-04-06,14.2,14.1,51,14.3,45,13.8,11,0,217,-0.112,0.001,-3.402,1.667,-0.139,29.208,29.0,14.1,-298.89,312.69,6318.89
PUT,SPXW  260406P06025000,SPXW 04/06/2026 6025.00 P,6025.0,2026-04-06,14.6,14.5,50,14.7,13,13.58,1,371,205,-0.115,0.001,-3.475,1.704,-0.143,29.144,29.0,14.6,-293.89,307.47,6318.89
PUT,SPXW  260406P06030000,SPXW 04/06/2026 6030.00 P,6030.0,2026-04-06,15.1,15.0,42,15.2,40,14.03,1,0,262,-0.118,0.001,-3.529,1.735,-0.147,29.011,29.0,15.0,-288.89,302.92,6318.89
PUT,SPXW  260406P06040000,SPXW 04/06/2026 6040.00 P,6040.0,2026-04-06,16.0,15.9,40,16.1,4,15.4,1,0,343,-0.125,0.001,-3.665,1.807,-0.155,28.845,29.0,16.0,-278.89,294.29,6318.89
PUT,SPXW  260406P06050000,SPXW 04/06/2026 6050.00 P,6050.0,2026-04-06,17.1,17.0,43,17.2,40,16.14,1,479,1123,-0.132,0.001,-3.792,1.877,-0.164,28.64,29.0,17.0,-268.89,285.03,6318.89
PUT,SPXW  260406P06060000,SPXW 04/06/2026 6060.00 P,6060.0,2026-04-06,18.2,18.1,21,18.3,32,15.59,1,0,143,-0.14,0.001,-3.927,1.951,-0.174,28.46,29.0,18.1,-258.89,274.48,6318.89
PUT,SPXW  260406P06070000,SPXW 04/06/2026 6070.00 P,6070.0,2026-04-06,19.4,19.3,42,19.5,34,18.56,1,0,365,-0.148,0.001,-4.068,2.027,-0.184,28.291,29.0,19.3,-248.89,267.45,6318.89
PUT,SPXW  260406P06075000,SPXW 04/06/2026 6075.00 P,6075.0,2026-04-06,20.0,19.9,40,20.1,28,19.2,2,613,1312,-0.152,0.001,-4.134,2.064,-0.189,28.195,29.0,19.9,-243.89,263.09,6318.89
PUT,SPXW  260406P06080000,SPXW 04/06/2026 6080.00 P,6080.0,2026-04-06,20.6,20.5,41,20.7,3,19.79,1,0,148,-0.156,0.001,-4.199,2.101,-0.194,28.09,29.0,20.5,-238.89,258.68,6318.89
PUT,SPXW  260406P06090000,SPXW 04/06/2026 6090.00 P,6090.0,2026-04-06,22.0,21.9,36,22.1,27,20.37,1,0,151,-0.165,0.001,-4.348,2.18,-0.205,27.95,29.0,21.9,-228.89,249.26,6318.89
PUT,SPXW  260406P06100000,SPXW 04/06/2026 6100.00 P,6100.0,2026-04-06,23.45,23.4,34,23.5,3,22.37,2,936,357,-0.175,0.001,-4.483,2.257,-0.217,27.768,29.0,23.284,-218.89,241.26,6318.89
PUT,SPXW  260406P06110000,SPXW 04/06/2026 6110.00 P,6110.0,2026-04-06,25.0,24.9,37,25.1,3,24.1,2,185,194,-0.185,0.001,-4.637,2.339,-0.23,27.637,29.0,24.9,-208.89,232.99,6318.89
PUT,SPXW  260406P06120000,SPXW 04/06/2026 6120.00 P,6120.0,2026-04-06,26.7,26.6,29,26.8,25,25.5,1,208,440,-0.195,0.001,-4.776,2.417,-0.242,27.467,29.0,26.5,-198.89,224.39,6318.89
PUT,SPXW  260406P06125000,SPXW 04/06/2026 6125.00 P,6125.0,2026-04-06,27.55,27.5,31,27.6,3,25.95,10,564,788,-0.2,0.001,-4.851,2.457,-0.249,27.409,29.0,27.382,-193.89,219.84,6318.89
PUT,SPXW  260406P06130000,SPXW 04/06/2026 6130.00 P,6130.0,2026-04-06,28.45,28.4,25,28.5,3,26.62,1,138,205,-0.206,0.001,-4.924,2.498,-0.256,27.341,29.0,28.283,-188.89,215.51,6318.89
PUT,SPXW  260406P06135000,SPXW 04/06/2026 6135.00 P,6135.0,2026-04-06,29.4,29.3,20,29.5,23,28.1,3,0,30,-0.211,0.001,-4.993,2.537,-0.263,27.258,29.0,29.183,-183.89,211.99,6318.89
PUT,SPXW  260406P06140000,SPXW 04/06/2026 6140.00 P,6140.0,2026-04-06,30.3,30.2,35,30.4,3,29.24,2,121,127,-0.217,0.001,-5.071,2.578,-0.27,27.208,29.0,30.184,-178.89,208.13,6318.89
PUT,SPXW  260406P06145000,SPXW 04/06/2026 6145.00 P,6145.0,2026-04-06,31.3,31.2,20,31.4,3,23.75,6,0,80,-0.223,0.001,-5.144,2.618,-0.278,27.148,29.0,31.184,-173.89,197.64,6318.89
PUT,SPXW  260406P06150000,SPXW 04/06/2026 6150.00 P,6150.0,2026-04-06,32.35,32.3,14,32.4,3,30.8,1,1462,358,-0.229,0.001,-5.214,2.657,-0.285,27.08,29.0,32.185,-168.89,199.69,6318.89
PUT,SPXW  260406P06155000,SPXW 04/06/2026 6155.00 P,6155.0,2026-04-06,33.4,33.3,31,33.5,9,32.65,2,0,51,-0.235,0.001,-5.285,2.696,-0.293,27.016,29.0,33.235,-163.89,196.54,6318.89
PUT,SPXW  260406P06160000,SPXW 04/06/2026 6160.00 P,6160.0,2026-04-06,34.5,34.4,27,34.6,8,33.75,2,48,98,-0.241,0.001,-5.351,2.735,-0.3,26.939,29.0,34.285,-158.89,192.64,6318.89
PUT,SPXW  260406P06165000,SPXW 04/06/2026 6165.00 P,6165.0,2026-04-06,35.6,35.5,19,35.7,8,27.97,1,0,11,-0.248,0.001,-5.419,2.773,-0.308,26.873,29.0,35.386,-153.89,181.86,6318.89
PUT,SPXW  260406P06170000,SPXW 04/06/2026 6170.00 P,6170.0,2026-04-06,36.7,36.6,25,36.8,3,35.7,1,81,123,-0.254,0.001,-5.493,2.812,-0.317,26.835,29.0,36.586,-148.89,184.59,6318.89
PUT,SPXW  260406P06175000,SPXW 04/06/2026 6175.00 P,6175.0,2026-04-06,37.9,37.8,31,38.0,3,37.74,1,457,449,-0.261,0.001,-5.552,2.848,-0.324,26.747,29.0,37.687,-143.89,181.63,6318.89
PUT,SPXW  260406P06180000,SPXW 04/06/2026 6180.00 P,6180.0,2026-04-06,39.1,39.0,26,39.2,3,38.94,1,105,57,-0.268,0.001,-5.621,2.886,-0.333,26.698,29.0,38.937,-138.89,177.83,6318.89
PUT,SPXW  260406P06185000,SPXW 04/06/2026 6185.00 P,6185.0,2026-04-06,40.4,40.3,18,40.5,8,36.73,1,0,131,-0.274,0.001,-5.685,2.923,-0.342,26.64,29.0,40.188,-133.89,170.62,6318.89
PUT,SPXW  260406P06190000,SPXW 04/06/2026 6190.00 P,6190.0,2026-04-06,41.7,41.6,12,41.8,20,41.65,1,113,667,-0.281,0.001,-5.746,2.958,-0.35,26.576,29.0,41.438,-128.89,170.54,6318.89
PUT,SPXW  260406P06195000,SPXW 04/06/2026 6195.00 P,6195.0,2026-04-06,43.0,42.9,12,43.1,7,35.21,1,0,24,-0.288,0.001,-5.81,2.993,-0.359,26.529,29.0,42.789,-123.89,159.1,6318.89
PUT,SPXW  260406P06200000,SPXW 04/06/2026 6200.00 P,6200.0,2026-04-06,44.35,44.2,28,44.5,19,44.04,2,1409,550,-0.296,0.001,-5.87,3.028,-0.368,26.47,29.0,44.15,-118.89,162.93,6318.89
PUT,SPXW  260406P06205000,SPXW 04/06/2026 6205.00 P,6205.0,2026-04-06,45.75,45.6,16,45.9,19,42.84,6,0,47,-0.303,0.002,-5.929,3.062,-0.377,26.417,29.0,45.55,-113.89,156.73,6318.89
PUT,SPXW  260406P06210000,SPXW 04/06/2026 6210.00 P,6210.0,2026-04-06,47.15,47.0,26,47.3,19,46.63,1,74,236,-0.31,0.002,-5.983,3.094,-0.386,26.357,29.0,46.95,-108.89,155.52,6318.89
PUT,SPXW  260406P06215000,SPXW 04/06/2026 6215.00 P,6215.0,2026-04-06,48.65,48.5,19,48.8,18,48.45,5,0,152,-0.318,0.002,-6.036,3.126,-0.396,26.297,29.0,48.4,-103.89,152.34,6318.89
PUT,SPXW  260406P06220000,SPXW 04/06/2026 6220.00 P,6220.0,2026-04-06,50.15,50.0,18,50.3,17,50.1,2,221,255,-0.325,0.002,-6.082,3.156,-0.405,26.222,29.0,49.85,-98.89,148.99,6318.89
PUT,SPXW  260406P06225000,SPXW 04/06/2026 6225.00 P,6225.0,2026-04-06,51.65,51.5,27,51.8,17,51.4,5,418,233,-0.333,0.002,-6.132,3.186,-0.415,26.172,29.0,51.393,-93.89,145.29,6318.89
PUT,SPXW  260406P06230000,SPXW 04/06/2026 6230.00 P,6230.0,2026-04-06,53.25,53.1,19,53.4,17,50.65,2,84,74,-0.341,0.002,-6.178,3.215,-0.425,26.113,29.0,52.944,-88.89,139.54,6318.89
PUT,SPXW  260406P06235000,SPXW 04/06/2026 6235.00 P,6235.0,2026-04-06,54.85,54.7,19,55.0,17,52.77,3,27,62,-0.348,0.002,-6.221,3.242,-0.434,26.054,29.0,54.545,-83.89,136.66,6318.89
PUT,SPXW  260406P06240000,SPXW 04/06/2026 6240.00 P,6240.0,2026-04-06,56.45,56.3,24,56.6,15,54.78,1,218,175,-0.356,0.002,-6.258,3.269,-0.444,25.979,29.0,56.145,-78.89,133.67,6318.89
PUT,SPXW  260406P06245000,SPXW 04/06/2026 6245.00 P,6245.0,2026-04-06,58.15,58.0,13,58.3,15,56.2,1,66,49,-0.364,0.002,-6.298,3.294,-0.455,25.928,29.0,57.846,-73.89,130.09,6318.89
PUT,SPXW  260406P06250000,SPXW 04/06/2026 6250.00 P,6250.0,2026-04-06,59.85,59.7,20,60.0,13,59.82,1,569,360,-0.373,0.002,-6.34,3.318,-0.465,25.894,29.0,59.647,-68.89,128.71,6318.89
PUT,SPXW  260406P06255000,SPXW 04/06/2026 6255.00 P,6255.0,2026-04-06,61.65,61.5,21,61.8,15,61.65,1,38,72,-0.381,0.002,-6.369,3.341,-0.475,25.823,29.0,61.348,-63.89,125.54,6318.89
PUT,SPXW  260406P06260000,SPXW 04/06/2026 6260.00 P,6260.0,2026-04-06,63.45,63.3,21,63.6,14,60.74,2,133,116,-0.389,0.002,-6.407,3.362,-0.486,25.795,29.0,63.25,-58.89,119.63,6318.89
PUT,SPXW  260406P06265000,SPXW 04/06/2026 6265.00 P,6265.0,2026-04-06,65.35,65.2,9,65.5,14,63.3,1,40,60,-0.397,0.002,-6.421,3.382,-0.496,25.691,29.0,64.95,-53.89,117.19,6318.89
PUT,SPXW  260406P06270000,SPXW 04/06/2026 6270.00 P,6270.0,2026-04-06,67.2,67.0,18,67.4,14,67.07,1,155,59,-0.406,0.002,-6.45,3.401,-0.507,25.653,29.0,66.9,-48.89,115.96,6318.89
PUT,SPXW  260406P06275000,SPXW 04/06/2026 6275.00 P,6275.0,2026-04-06,69.15,69.0,17,69.3,14,66.57,1,1069,359,-0.415,0.002,-6.473,3.418,-0.518,25.603,29.0,68.85,-43.89,110.46,6318.89
PUT,SPXW  260406P06280000,SPXW 04/06/2026 6280.00 P,6280.0,2026-04-06,71.1,70.9,23,71.3,13,68.2,1,221,329,-0.423,0.002,-6.493,3.433,-0.529,25.56,29.0,70.85,-38.89,107.09,6318.89
PUT,SPXW  260406P06285000,SPXW 04/06/2026 6285.00 P,6285.0,2026-04-06,73.1,72.9,26,73.3,13,73.0,5,36,107,-0.432,0.002,-6.507,3.447,-0.539,25.5,29.0,72.85,-33.89,106.89,6318.89
PUT,SPXW  260406P06290000,SPXW 04/06/2026 6290.00 P,6290.0,2026-04-06,75.15,75.0,17,75.3,13,74.85,2,75,89,-0.441,0.002,-6.512,3.459,-0.551,25.422,29.0,74.85,-28.89,103.74,6318.89
PUT,SPXW  260406P06295000,SPXW 04/06/2026 6295.00 P,6295.0,2026-04-06,77.25,77.1,15,77.4,13,75.87,1,84,97,-0.449,0.002,-6.52,3.47,-0.562,25.365,29.0,76.95,-23.89,99.76,6318.89
PUT,SPXW  260406P06300000,SPXW 04/06/2026 6300.00 P,6300.0,2026-04-06,79.35,79.2,19,79.5,8,78.6,1,1134,2250,-0.458,0.002,-6.529,3.479,-0.573,25.331,29.0,79.15,-18.89,97.49,6318.89
PUT,SPXW  260406P06305000,SPXW 04/06/2026 6305.00 P,6305.0,2026-04-06,81.55,81.4,8,81.7,13,80.45,1,74,35,-0.467,0.002,-6.514,3.486,-0.584,25.215,29.0,81.15,-13.89,94.34,6318.89
PUT,SPXW  260406P06310000,SPXW 04/06/2026 6310.00 P,6310.0,2026-04-06,83.75,83.6,16,83.9,8,83.57,1,176,228,-0.476,0.002,-6.517,3.492,-0.596,25.178,29.0,83.45,-8.89,92.46,6318.89
PUT,SPXW  260406P06315000,SPXW 04/06/2026 6315.00 P,6315.0,2026-04-06,86.05,85.9,8,86.2,12,83.55,1,29,104,-0.485,0.002,-6.505,3.496,-0.607,25.102,29.0,85.662,-3.89,87.44,6318.89
PUT,SPXW  260406P06320000,SPXW 04/06/2026 6320.00 P,6320.0,2026-04-06,88.35,88.2,8,88.5,12,84.76,1,138,220,-0.494,0.002,-6.499,3.498,-0.618,25.059,29.0,88.013,1.11,83.65,6318.89
PUT,SPXW  260406P06325000,SPXW 04/06/2026 6325.00 P,6325.0,2026-04-06,90.65,90.5,14,90.8,8,90.13,1,1045,363,-0.503,0.002,-6.785,3.498,-0.63,26.167,29.0,94.445,6.11,84.02,6318.89
PUT,SPXW  260406P06330000,SPXW 04/06/2026 6330.00 P,6330.0,2026-04-06,93.05,92.9,8,93.2,8,89.99,3,215,336,-0.511,0.002,-6.776,3.497,-0.641,26.142,29.0,96.985,11.11,78.88,6318.89
PUT,SPXW  260406P06335000,SPXW 04/06/2026 6335.00 P,6335.0,2026-04-06,95.45,95.3,8,95.6,8,93.0,1,32,52,-0.52,0.002,-6.751,3.494,-0.652,26.07,29.0,99.385,16.11,76.89,6318.89
PUT,SPXW  260406P06340000,SPXW 04/06/2026 6340.00 P,6340.0,2026-04-06,97.95,97.8,8,98.1,8,96.47,4,228,204,-0.529,0.002,-6.723,3.489,-0.663,25.995,29.0,101.795,21.11,75.36,6318.89
PUT,SPXW  260406P06345000,SPXW 04/06/2026 6345.00 P,6345.0,2026-04-06,100.45,100.3,8,100.6,8,97.96,8,67,198,-0.538,0.002,-6.692,3.482,-0.674,25.926,29.0,104.295,26.11,71.85,6318.89
PUT,SPXW  260406P06350000,SPXW 04/06/2026 6350.00 P,6350.0,2026-04-06,103.0,102.8,16,103.2,8,100.3,1,574,984,-0.547,0.002,-6.663,3.474,-0.686,25.879,29.0,106.935,31.11,69.19,6318.89
