contract_type,symbol,description,strike,expiration_date,mark,bid,bid_size,ask,ask_size,last,last_size,open_interest,total_volume,delta,gamma,theta,vega,rho,volatility,theoretical_volatility,theoretical_option_value,intrinsic_value,extrinsic_value,underlying_price
PUT,SPXW  260406P06355000,SPXW 04/06/2026 6355.00 P,6355.0,2026-04-06,105.6,105.4,9,105.8,7,101.14,1,108,75,-0.555,0.002,-6.622,3.464,-0.697,25.799,29.0,109.485,36.11,65.03,6318.89
PUT,SPXW  260406P06360000,SPXW 04/06/2026 6360.00 P,6360.0,2026-04-06,108.25,108.1,7,108.4,7,106.12,1,116,130,-0.564,0.002,-6.581,3.452,-0.708,25.731,29.0,112.095,41.11,65.01,6318.89
PUT,SPXW  260406P06365000,SPXW 04/06/2026 6365.00 P,6365.0,2026-04-06,110.95,110.8,7,111.1,7,108.15,1,199,131,-0.573,0.002,-6.535,3.439,-0.72,25.654,29.0,114.745,46.11,62.04,6318.89
PUT,SPXW  260406P06370000,SPXW 04/06/2026 6370.00 P,6370.0,2026-04-06,113.65,113.5,7,113.8,7,111.44,1,306,347,-0.582,0.002,-6.493,3.424,-0.731,25.613,29.0,117.585,51.11,60.33,6318.89
PUT,SPXW  260406P06375000,SPXW 04/06/2026 6375.00 P,6375.0,2026-04-06,116.45,116.3,7,116.6,7,113.55,1,1214,1069,-0.591,0.002,-6.441,3.407,-0.742,25.54,29.0,120.335,56.11,57.44,6318.89
PUT,SPXW  260406P06380000,SPXW 04/06/2026 6380.00 P,6380.0,2026-04-06,119.25,119.1,7,119.4,7,116.05,1,127,125,-0.6,0.002,-6.381,3.388,-0.754,25.452,29.0,123.084,61.11,54.94,6318.89
PUT,SPXW  260406P06385000,SPXW 04/06/2026 6385.00 P,6385.0,2026-04-06,122.1,121.9,6,122.3,6,111.0,1,97,126,-0.609,0.002,-6.326,3.367,-0.765,25.396,29.0,125.983,66.11,44.89,6318.89
PUT,SPXW  260406P06390000,SPXW 04/06/2026 6390.00 P,6390.0,2026-04-06,125.0,124.8,6,125.2,6,122.53,6,285,240,-0.618,0.002,-6.259,3.345,-0.776,25.307,29.0,128.792,71.11,51.42,6318.89
PUT,SPXW  260406P06395000,SPXW 04/06/2026 6395.00 P,6395.0,2026-04-06,127.95,127.8,6,128.1,6,117.7,2,82,125,-0.626,0.002,-6.194,3.321,-0.788,25.239,29.0,131.741,76.11,41.59,6318.89
PUT,SPXW  260406P06400000,SPXW 04/06/2026 6400.00 P,6400.0,2026-04-06,130.95,130.8,6,131.1,6,129.52,1,1229,535,-0.635,0.002,-6.127,3.295,-0.799,25.173,29.0,134.74,81.11,48.41,6318.89
PUT,SPXW  260406P06405000,SPXW 04/06/2026 6405.00 P,6405.0,2026-04-06,134.0,133.8,5,134.2,5,114.5,2,44,43,-0.644,0.002,-6.061,3.268,-0.81,25.123,29.0,137.839,86.11,28.39,6318.89
PUT,SPXW  260406P06410000,SPXW 04/06/2026 6410.00 P,6410.0,2026-04-06,137.05,136.9,5,137.2,5,133.17,5,261,131,-0.653,0.002,-5.989,3.239,-0.821,25.065,29.0,140.978,91.11,42.06,6318.89
PUT,SPXW  260406P06415000,SPXW 04/06/2026 6415.00 P,6415.0,2026-04-06,140.2,140.0,5,140.4,5,126.01,10,139,76,-0.661,0.002,-5.91,3.208,-0.832,24.988,29.0,144.085,96.11,29.9,6318.89
PUT,SPXW  260406P06420000,SPXW 04/06/2026 6420.00 P,6420.0,2026-04-06,143.35,143.2,4,143.5,4,127.78,1,96,220,-0.67,0.002,-5.824,3.175,-0.844,24.896,29.0,147.185,101.11,26.67,6318.89
PUT,SPXW  260406P06425000,SPXW 04/06/2026 6425.00 P,6425.0,2026-04-06,146.55,146.4,3,146.7,3,134.56,1,563,50,-0.679,0.002,-5.744,3.141,-0.855,24.838,29.0,150.435,106.11,28.45,6318.89
PUT,SPXW  260406P06430000,SPXW 04/06/2026 6430.00 P,6430.0,2026-04-06,149.85,149.7,3,150.0,3,131.63,1,162,101,-0.687,0.002,-5.657,3.105,-0.866,24.762,29.0,153.645,111.11,20.52,6318.89
PUT,SPXW  260406P06435000,SPXW 04/06/2026 6435.00 P,6435.0,2026-04-06,153.1,152.9,3,153.3,3,131.6,5,66,45,-0.696,0.002,-5.568,3.067,-0.877,24.693,29.0,156.974,116.11,15.49,6318.89
PUT,SPXW  260406P06440000,SPXW 04/06/2026 6440.00 P,6440.0,2026-04-06,156.4,155.9,21,156.9,3,154.41,2,226,101,-0.704,0.002,-5.473,3.028,-0.888,24.608,29.0,160.274,121.11,33.3,6318.89
PUT,SPXW  260406P06445000,SPXW 04/06/2026 6445.00 P,6445.0,2026-04-06,159.1,153.2,1,165.0,4,136.85,1,43,20,-0.713,0.002,-5.381,2.988,-0.899,24.541,29.0,163.673,126.11,10.74,6318.89
PUT,SPXW  260406P06450000,SPXW 04/06/2026 6450.00 P,6450.0,2026-04-06,163.25,162.7,21,163.8,6,161.82,1,997,337,-0.721,0.002,-5.282,2.946,-0.91,24.456,29.0,167.032,131.11,30.71,6318.89
PUT,SPXW  260406P06455000,SPXW 04/06/2026 6455.00 P,6455.0,2026-04-06,166.65,166.1,15,167.2,3,140.56,1,197,182,-0.729,0.002,-5.181,2.902,-0.92,24.376,29.0,170.482,136.11,4.45,6318.89
PUT,SPXW  260406P06460000,SPXW 04/06/2026 6460.00 P,6460.0,2026-04-06,170.15,169.6,21,170.7,3,168.11,2,414,79,-0.738,0.002,-5.085,2.858,-0.931,24.32,29.0,174.071,141.11,27.0,6318.89
PUT,SPXW  260406P06465000,SPXW 04/06/2026 6465.00 P,6465.0,2026-04-06,173.7,173.1,20,174.3,2,158.05,10,224,148,-0.746,0.002,-4.983,2.812,-0.941,24.245,29.0,177.621,146.11,11.94,6318.89
PUT,SPXW  260406P06470000,SPXW 04/06/2026 6470.00 P,6470.0,2026-04-06,177.05,170.7,1,183.4,3,172.34,1,127,16,-0.754,0.001,-4.879,2.765,-0.952,24.169,29.0,181.18,151.11,21.23,6318.89
PUT,SPXW  260406P06475000,SPXW 04/06/2026 6475.00 P,6475.0,2026-04-06,180.95,176.5,4,185.4,5,176.34,1,211,14,-0.761,0.001,-4.774,2.716,-0.962,24.1,29.0,184.83,156.11,20.23,6318.89
PUT,SPXW  260406P06480000,SPXW 04/06/2026 6480.00 P,6480.0,2026-04-06,184.6,184.0,17,185.2,2,180.29,2,117,47,-0.769,0.001,-4.664,2.666,-0.972,24.019,29.0,188.519,161.11,19.18,6318.89
PUT,SPXW  260406P06485000,SPXW 04/06/2026 6485.00 P,6485.0,2026-04-06,188.0,181.2,1,194.8,2,158.76,1,72,3,-0.777,0.001,-4.553,2.615,-0.983,23.937,29.0,192.219,166.11,-7.35,6318.89
PUT,SPXW  260406P06490000,SPXW 04/06/2026 6490.00 P,6490.0,2026-04-06,192.15,187.7,5,196.6,4,189.34,1,254,65,-0.785,0.001,-4.442,2.563,-0.993,23.855,29.0,195.929,171.11,18.23,6318.89
PUT,SPXW  260406P06495000,SPXW 04/06/2026 6495.00 P,6495.0,2026-04-06,195.3,188.3,2,202.3,2,139.49,1,77,22,-0.792,0.001,-4.331,2.51,-1.003,23.78,29.0,199.727,176.11,-36.62,6318.89
PUT,SPXW  260406P06500000,SPXW 04/06/2026 6500.00 P,6500.0,2026-04-06,199.7,195.2,4,204.2,4,197.36,1,1253,416,-0.8,0.001,-4.217,2.455,-1.012,23.694,29.0,203.584,181.11,16.25,6318.89
PUT,SPXW  260406P06505000,SPXW 04/06/2026 6505.00 P,6505.0,2026-04-06,202.05,197.0,1,207.1,27,201.16,1,131,61,-0.807,0.001,-4.107,2.402,-1.022,23.627,29.0,207.484,186.11,15.05,6318.89
PUT,SPXW  260406P06510000,SPXW 04/06/2026 6510.00 P,6510.0,2026-04-06,207.55,200.9,1,214.2,5,204.01,1,150,21,-0.814,0.001,-3.989,2.346,-1.031,23.539,29.0,211.33,191.11,12.9,6318.89
PUT,SPXW  260406P06515000,SPXW 04/06/2026 6515.00 P,6515.0,2026-04-06,211.15,204.8,1,217.5,3,170.65,1,66,42,-0.821,0.001,-3.877,2.29,-1.041,23.463,29.0,215.294,196.11,-25.46,6318.89
PUT,SPXW  260406P06520000,SPXW 04/06/2026 6520.00 P,6520.0,2026-04-06,215.5,211.0,5,220.0,4,212.46,2,194,27,-0.828,0.001,-3.765,2.234,-1.05,23.393,29.0,219.334,201.11,11.35,6318.89
PUT,SPXW  260406P06525000,SPXW 04/06/2026 6525.00 P,6525.0,2026-04-06,219.5,215.0,5,224.0,4,214.8,2,247,30,-0.835,0.001,-3.644,2.175,-1.059,23.301,29.0,223.318,206.11,8.69,6318.89
PUT,SPXW  260406P06530000,SPXW 04/06/2026 6530.00 P,6530.0,2026-04-06,221.15,212.2,3,230.1,1,218.78,1,121,44,-0.842,0.001,-3.53,2.117,-1.068,23.218,29.0,227.384,211.11,7.67,6318.89
PUT,SPXW  260406P06535000,SPXW 04/06/2026 6535.00 P,6535.0,2026-04-06,223.75,216.3,1,231.2,27,197.84,1,73,23,-0.848,0.001,-3.416,2.059,-1.077,23.137,29.0,231.444,216.11,-18.27,6318.89
PUT,SPXW  260406P06540000,SPXW 04/06/2026 6540.00 P,6540.0,2026-04-06,231.8,227.3,4,236.3,4,227.28,1,169,19,-0.855,0.001,-3.305,2.002,-1.085,23.069,29.0,235.634,221.11,6.17,6318.89
PUT,SPXW  260406P06545000,SPXW 04/06/2026 6545.00 P,6545.0,2026-04-06,233.55,224.3,3,242.8,3,186.97,1,81,6,-0.861,0.001,-3.181,1.94,-1.094,22.955,29.0,239.734,226.11,-39.14,6318.89
PUT,SPXW  260406P06550000,SPXW 04/06/2026 6550.00 P,6550.0,2026-04-06,240.15,235.6,5,244.7,4,236.93,1,811,102,-0.867,0.001,-3.068,1.881,-1.102,22.873,29.0,243.934,231.11,5.82,6318.89
PUT,SPXW  260406P06555000,SPXW 04/06/2026 6555.00 P,6555.0,2026-04-06,243.3,233.8,1,252.8,3,193.62,1,85,10,-0.873,0.001,-2.959,1.823,-1.11,22.801,29.0,248.184,236.11,-42.49,6318.89
PUT,SPXW  260406P06560000,SPXW 04/06/2026 6560.00 P,6560.0,2026-04-06,245.05,237.2,3,252.9,27,244.08,2,124,13,-0.879,0.001,-2.845,1.763,-1.118,22.707,29.0,252.394,241.11,2.97,6318.89
PUT,SPXW  260406P06565000,SPXW 04/06/2026 6565.00 P,6565.0,2026-04-06,252.95,248.4,4,257.5,4,192.34,1,197,7,-0.885,0.001,-2.735,1.704,-1.126,22.626,29.0,256.694,246.11,-53.77,6318.89
PUT,SPXW  260406P06570000,SPXW 04/06/2026 6570.00 P,6570.0,2026-04-06,254.8,245.8,1,263.8,3,197.33,1,59,6,-0.89,0.001,-2.63,1.647,-1.133,22.559,29.0,261.084,251.11,-53.78,6318.89
PUT,SPXW  260406P06575000,SPXW 04/06/2026 6575.00 P,6575.0,2026-04-06,261.6,257.0,4,266.2,4,256.71,2,261,13,-0.896,0.001,-2.521,1.588,-1.141,22.471,29.0,265.434,256.11,0.6,6318.89
PUT,SPXW  260406P06580000,SPXW 04/06/2026 6580.00 P,6580.0,2026-04-06,266.0,261.4,5,270.6,5,263.49,2,184,16,-0.901,0.001,-2.418,1.531,-1.148,22.393,29.0,269.793,261.11,2.38,6318.89
PUT,SPXW  260406P06585000,SPXW 04/06/2026 6585.00 P,6585.0,2026-04-06,269.15,258.9,4,279.4,4,242.1,2,55,3,-0.906,0.001,-2.31,1.472,-1.155,22.298,29.0,274.193,266.11,-24.01,6318.89
PUT,SPXW  260406P06590000,SPXW 04/06/2026 6590.00 P,6590.0,2026-04-06,274.8,270.2,5,279.4,3,270.48,1,394,331,-0.911,0.001,-2.209,1.415,-1.162,22.22,29.0,278.683,271.11,-0.63,6318.89
PUT,SPXW  260406P06595000,SPXW 04/06/2026 6595.00 P,6595.0,2026-04-06,277.05,267.6,3,286.5,1,220.9,1,138,2,-0.916,0.001,-2.104,1.357,-1.168,22.119,29.0,283.133,276.11,-55.21,6318.89
PUT,SPXW  260406P06600000,SPXW 04/06/2026 6600.00 P,6600.0,2026-04-06,283.8,279.2,4,288.4,3,281.15,1,1276,213,-0.92,0.001,-2.006,1.301,-1.175,22.032,29.0,287.593,281.11,0.04,6318.89
PUT,SPXW  260406P06605000,SPXW 04/06/2026 6605.00 P,6605.0,2026-04-06,287.0,276.8,1,297.2,3,210.96,1,81,6,-0.924,0.001,-1.915,1.248,-1.181,21.966,29.0,292.143,286.11,-75.15,6318.89
PUT,SPXW  260406P06610000,SPXW 04/06/2026 6610.00 P,6610.0,2026-04-06,290.4,281.4,1,299.4,27,288.06,1,105,7,-0.929,0.001,-1.822,1.194,-1.187,21.884,29.0,296.733,291.11,-3.05,6318.89
PUT,SPXW  260406P06615000,SPXW 04/06/2026 6615.00 P,6615.0,2026-04-06,295.15,287.4,1,302.9,1,222.45,1,72,6,-0.933,0.001,-1.736,1.143,-1.193,21.821,29.0,301.333,296.11,-73.66,6318.89
PUT,SPXW  260406P06620000,SPXW 04/06/2026 6620.00 P,6620.0,2026-04-06,300.7,290.5,1,310.9,3,299.39,1,139,5,-0.936,0.001,-1.648,1.092,-1.198,21.737,29.0,305.893,301.11,-1.72,6318.89
PUT,SPXW  260406P06625000,SPXW 04/06/2026 6625.00 P,6625.0,2026-04-06,305.1,296.8,1,313.4,1,302.2,10,182,22,-0.94,0.001,-1.557,1.038,-1.204,21.633,29.0,310.493,306.11,-3.91,6318.89
PUT,SPXW  260406P06630000,SPXW 04/06/2026 6630.00 P,6630.0,2026-04-06,309.9,301.3,1,318.5,2,306.8,10,130,16,-0.944,0.001,-1.487,0.995,-1.209,21.609,29.0,315.233,311.11,-4.31,6318.89
PUT,SPXW  260406P06635000,SPXW 04/06/2026 6635.00 P,6635.0,2026-04-06,316.05,311.4,4,320.7,4,295.62,1,341,303,-0.948,0.001,-1.39,0.938,-1.215,21.46,29.0,319.833,316.11,-20.49,6318.89
PUT,SPXW  260406P06640000,SPXW 04/06/2026 6640.00 P,6640.0,2026-04-06,318.75,310.1,1,327.4,2,291.04,1,142,12,-0.951,0.001,-1.316,0.892,-1.219,21.39,29.0,324.493,321.11,-30.07,6318.89
PUT,SPXW  260406P06645000,SPXW 04/06/2026 6645.00 P,6645.0,2026-04-06,323.5,315.2,1,331.8,1,236.94,1,28,1,-0.954,0.001,-1.253,0.852,-1.224,21.361,29.0,329.243,326.11,-89.17,6318.89
PUT,SPXW  260406P06650000,SPXW 04/06/2026 6650.00 P,6650.0,2026-04-06,330.15,325.5,4,334.8,4,323.46,4,308,45,-0.956,0.0,-1.189,0.811,-1.228,21.317,29.0,334.033,331.11,-7.65,6318.89
PUT,SPXW  260406P06655000,SPXW 04/06/2026 6655.00 P,6655.0,2026-04-06,334.9,330.2,4,339.6,4,260.24,1,221,203,-0.959,0.0,-1.115,0.765,-1.232,21.219,29.0,338.758,336.11,-75.87,6318.89
PUT,SPXW  260406P06660000,SPXW 04/06/2026 6660.00 P,6660.0,2026-04-06,339.6,334.9,4,344.3,4,317.9,1,392,323,-0.962,0.0,-1.054,0.726,-1.236,21.164,29.0,343.533,341.11,-23.21,6318.89
PUT,SPXW  260406P06665000,SPXW 04/06/2026 6665.00 P,6665.0,2026-04-06,341.8,332.8,3,350.8,1,274.72,2,37,0,-0.964,0.0,-0.998,0.689,-1.24,21.124,29.0,348.293,346.11,-71.39,6318.89
PUT,SPXW  260406P06670000,SPXW 04/06/2026 6670.00 P,6670.0,2026-04-06,349.25,344.6,4,353.9,4,280.5,1,185,7,-0.967,0.0,-0.941,0.652,-1.244,21.067,29.0,353.093,351.11,-70.61,6318.89
PUT,SPXW  260406P06675000,SPXW 04/06/2026 6675.00 P,6675.0,2026-04-06,351.4,342.4,3,360.4,1,349.33,1,110,3,-0.969,0.0,-0.89,0.618,-1.247,21.032,29.0,357.958,356.11,-6.78,6318.89
PUT,SPXW  260406P06680000,SPXW 04/06/2026 6680.00 P,6680.0,2026-04-06,356.6,348.7,1,364.5,27,298.56,6,111,30,-0.971,0.0,-0.837,0.583,-1.251,20.976,29.0,362.783,361.11,-62.55,6318.89
PUT,SPXW  260406P06685000,SPXW 04/06/2026 6685.00 P,6685.0,2026-04-06,363.15,353.7,1,372.6,2,328.05,1,29,0,-0.973,0.0,-0.792,0.552,-1.254,20.945,29.0,367.633,366.11,-38.06,6318.89
PUT,SPXW  260406P06690000,SPXW 04/06/2026 6690.00 P,6690.0,2026-04-06,365.6,358.6,1,372.6,27,358.8,1,162,7,-0.974,0.0,-0.744,0.52,-1.257,20.892,29.0,372.442,371.11,-12.31,6318.89
PUT,SPXW  260406P06695000,SPXW 04/06/2026 6695.00 P,6695.0,2026-04-06,371.7,363.5,1,379.9,1,327.17,1,28,0,-0.976,0.0,-0.704,0.493,-1.26,20.872,29.0,377.316,376.11,-48.94,6318.89
PUT,SPXW  260406P06700000,SPXW 04/06/2026 6700.00 P,6700.0,2026-04-06,378.3,373.6,4,383.0,4,370.85,2,530,86,-0.978,0.0,-0.664,0.465,-1.263,20.839,29.0,382.233,381.11,-10.26,6318.89
PUT,SPXW  260406P06705000,SPXW 04/06/2026 6705.00 P,6705.0,2026-04-06,381.5,372.5,1,390.5,3,313.3,1,22,1,-0.979,0.0,-0.622,0.437,-1.266,20.781,29.0,387.068,386.11,-72.81,6318.89
PUT,SPXW  260406P06710000,SPXW 04/06/2026 6710.00 P,6710.0,2026-04-06,388.3,378.1,1,398.5,3,281.84,1,140,0,-0.981,0.0,-0.589,0.413,-1.269,20.767,29.0,392.008,391.11,-109.27,6318.89
PUT,SPXW  260406P06715000,SPXW 04/06/2026 6715.00 P,6715.0,2026-04-06,390.85,382.9,1,398.8,2,290.84,6,7,0,-0.982,0.0,-0.554,0.388,-1.271,20.735,29.0,396.908,396.11,-105.27,6318.89
PUT,SPXW  260406P06720000,SPXW 04/06/2026 6720.00 P,6720.0,2026-04-06,396.0,388.0,1,404.0,26,375.62,1,131,6,-0.983,0.0,-0.528,0.369,-1.273,20.751,29.0,401.833,401.11,-25.49,6318.89
PUT,SPXW  260406P06725000,SPXW 04/06/2026 6725.00 P,6725.0,2026-04-06,402.75,397.9,3,407.6,3,380.57,1,915,857,-0.984,0.0,-0.492,0.344,-1.276,20.683,29.0,406.732,406.11,-25.54,6318.89
PUT,SPXW  260406P06730000,SPXW 04/06/2026 6730.00 P,6730.0,2026-04-06,405.25,397.4,1,413.1,1,366.14,1,70,3,-0.985,0.0,-0.474,0.33,-1.278,20.743,29.0,411.642,411.11,-44.97,6318.89
PUT,SPXW  260406P06735000,SPXW 04/06/2026 6735.00 P,6735.0,2026-04-06,411.35,401.1,1,421.6,1,322.45,3,65,0,-0.986,0.0,-0.446,0.31,-1.28,20.717,29.0,416.567,416.11,-93.66,6318.89
PUT,SPXW  260406P06740000,SPXW 04/06/2026 6740.00 P,6740.0,2026-04-06,415.3,407.4,1,423.2,2,375.94,1,38,1,-0.987,0.0,-0.418,0.289,-1.282,20.675,29.0,421.532,421.11,-45.17,6318.89
PUT,SPXW  260406P06745000,SPXW 04/06/2026 6745.00 P,6745.0,2026-04-06,421.95,412.5,1,431.4,2,321.13,3,20,0,-0.988,0.0,-0.399,0.275,-1.284,20.702,29.0,426.482,426.11,-104.98,6318.89
PUT,SPXW  260406P06750000,SPXW 04/06/2026 6750.00 P,6750.0,2026-04-06,427.35,422.3,3,432.4,3,420.76,2,1125,868,-0.989,0.0,-0.379,0.26,-1.286,20.716,29.0,431.392,431.11,-10.35,6318.89
PUT,SPXW  260406P06755000,SPXW 04/06/2026 6755.00 P,6755.0,2026-04-06,430.15,422.5,1,437.8,1,266.37,1,7,0,-0.989,0.0,-0.36,0.246,-1.288,20.719,29.0,436.342,436.11,-169.74,6318.89
PUT,SPXW  260406P06760000,SPXW 04/06/2026 6760.00 P,6760.0,2026-04-06,436.1,425.9,1,446.3,1,398.16,1,25,2,-0.99,0.0,-0.34,0.231,-1.29,20.709,29.0,441.332,441.11,-42.95,6318.89
PUT,SPXW  260406P06765000,SPXW 04/06/2026 6765.00 P,6765.0,2026-04-06,440.85,432.4,1,449.3,2,356.57,3,5,0,-0.99,0.0,-0.33,0.222,-1.291,20.796,29.0,446.307,446.11,-89.54,6318.89
PUT,SPXW  260406P06770000,SPXW 04/06/2026 6770.00 P,6770.0,2026-04-06,445.6,437.4,1,453.8,26,417.41,1,46,15,-0.991,0.0,-0.32,0.214,-1.293,20.876,29.0,451.242,451.11,-33.7,6318.89
PUT,SPXW  260406P06775000,SPXW 04/06/2026 6775.00 P,6775.0,2026-04-06,451.55,442.2,1,460.9,2,352.35,3,57,0,-0.992,0.0,-0.299,0.199,-1.294,20.828,29.0,456.192,456.11,-103.76,6318.89
PUT,SPXW  260406P06780000,SPXW 04/06/2026 6780.00 P,6780.0,2026-04-06,455.5,445.8,1,465.2,2,415.1,1,50,1,-0.992,0.0,-0.289,0.19,-1.296,20.894,29.0,461.207,461.11,-46.01,6318.89
PUT,SPXW  260406P06790000,SPXW 04/06/2026 6790.00 P,6790.0,2026-04-06,467.2,457.3,1,477.1,2,391.9,3,111,0,-0.993,0.0,-0.256,0.166,-1.299,20.854,29.0,471.132,471.11,-79.21,6318.89
PUT,SPXW  260406P06800000,SPXW 04/06/2026 6800.00 P,6800.0,2026-04-06,477.05,467.1,1,487.0,1,441.86,1,177,8,-0.994,0.0,-0.234,0.149,-1.302,20.907,29.0,481.082,481.11,-39.25,6318.89
PUT,SPXW  260406P06810000,SPXW 04/06/2026 6810.00 P,6810.0,2026-04-06,486.55,477.1,1,496.0,1,425.62,1,57,1,-0.994,0.0,-0.223,0.139,-1.304,21.1,29.0,491.017,491.11,-65.49,6318.89
PUT,SPXW  260406P06820000,SPXW 04/06/2026 6820.00 P,6820.0,2026-04-06,496.15,486.8,1,505.5,1,388.21,1,39,0,-0.995,0.0,-0.212,0.129,-1.307,21.28,29.0,501.032,501.11,-112.9,6318.89
PUT,SPXW  260406P06825000,SPXW 04/06/2026 6825.00 P,6825.0,2026-04-06,502.0,492.1,1,511.9,1,459.74,1,94,2,-0.995,0.0,-0.2,0.121,-1.308,21.261,29.0,506.007,506.11,-46.37,6318.89
PUT,SPXW  260406P06830000,SPXW 04/06/2026 6830.00 P,6830.0,2026-04-06,505.7,495.5,1,515.9,1,337.76,40,116,0,-0.996,0.0,-0.189,0.112,-1.31,21.225,29.0,510.982,511.11,-173.35,6318.89
PUT,SPXW  260406P06840000,SPXW 04/06/2026 6840.00 P,6840.0,2026-04-06,516.05,506.7,1,525.4,1,417.93,1,59,1,-0.996,0.0,-0.189,0.11,-1.312,21.579,29.0,520.942,521.11,-103.18,6318.89
PUT,SPXW  260406P06850000,SPXW 04/06/2026 6850.00 P,6850.0,2026-04-06,526.1,516.7,1,535.5,1,458.01,1,145,1,-0.996,0.0,-0.165,0.092,-1.315,21.437,29.0,530.932,531.11,-73.1,6318.89
PUT,SPXW  260406P06860000,SPXW 04/06/2026 6860.00 P,6860.0,2026-04-06,536.35,526.9,1,545.8,1,213.2,1,7,0,-0.996,0.0,-0.165,0.091,-1.317,21.782,29.0,540.892,541.11,-327.91,6318.89
PUT,SPXW  260406P06870000,SPXW 04/06/2026 6870.00 P,6870.0,2026-04-06,546.85,536.9,1,556.8,1,275.0,5,19,0,-0.997,0.0,-0.153,0.081,-1.319,21.837,29.0,550.906,551.11,-276.11,6318.89
PUT,SPXW  260406P06875000,SPXW 04/06/2026 6875.00 P,6875.0,2026-04-06,550.35,540.2,1,560.5,1,374.78,2,33,0,-0.997,0.0,-0.14,0.072,-1.32,21.681,29.0,555.881,556.11,-181.33,6318.89
PUT,SPXW  260406P06880000,SPXW 04/06/2026 6880.00 P,6880.0,2026-04-06,555.9,546.7,1,565.1,1,526.54,1,6,1,-0.997,0.0,-0.14,0.072,-1.321,21.848,29.0,560.841,561.11,-34.57,6318.89
PUT,SPXW  260406P06890000,SPXW 04/06/2026 6890.00 P,6890.0,2026-04-06,563.55,555.3,1,571.8,25,473.4,3,59,14,-0.997,0.0,-0.14,0.071,-1.323,22.185,29.0,570.881,571.11,-97.71,6318.89
PUT,SPXW  260406P06900000,SPXW 04/06/2026 6900.00 P,6900.0,2026-04-06,574.75,565.2,1,584.3,1,497.77,1,53,3,-0.997,0.0,-0.14,0.07,-1.325,22.518,29.0,580.841,581.11,-83.34,6318.89
PUT,SPXW  260406P06910000,SPXW 04/06/2026 6910.00 P,6910.0,2026-04-06,586.25,576.8,1,595.7,1,520.41,1,6,1,-0.997,0.0,-0.141,0.069,-1.327,22.853,29.0,590.881,591.11,-70.7,6318.89
PUT,SPXW  260406P06920000,SPXW 04/06/2026 6920.00 P,6920.0,2026-04-06,596.25,586.8,1,605.7,1,565.48,1,7,4,-0.998,0.0,-0.127,0.059,-1.33,22.792,29.0,600.816,601.11,-35.63,6318.89
PUT,SPXW  260406P06925000,SPXW 04/06/2026 6925.00 P,6925.0,2026-04-06,598.9,590.3,1,607.5,1,421.45,2,30,0,-0.998,0.0,-0.114,0.05,-1.331,22.496,29.0,605.791,606.11,-184.66,6318.89
PUT,SPXW  260406P06930000,SPXW 04/06/2026 6930.00 P,6930.0,2026-04-06,606.1,596.7,1,615.5,1,0.0,0,0,0,-0.998,0.0,-0.114,0.049,-1.332,22.658,29.0,610.831,611.11,-611.11,6318.89
PUT,SPXW  260406P06940000,SPXW 04/06/2026 6940.00 P,6940.0,2026-04-06,615.4,605.1,1,625.7,1,0.0,0,0,0,-0.998,0.0,-0.114,0.049,-1.334,22.978,29.0,620.791,621.11,-621.11,6318.89
PUT,SPXW  260406P06950000,SPXW 04/06/2026 6950.00 P,6950.0,2026-04-06,626.7,621.3,3,632.1,3,555.35,2,319,5,-0.998,0.0,-0.114,0.048,-1.336,23.299,29.0,630.831,631.11,-75.76,6318.89
PUT,SPXW  260406P06975000,SPXW 04/06/2026 6975.00 P,6975.0,2026-04-06,652.0,641.8,1,662.2,2,571.22,1,40,2,-0.998,0.0,-0.114,0.047,-1.341,24.095,29.0,655.831,656.11,-84.89,6318.89
PUT,SPXW  260406P07000000,SPXW 04/06/2026 7000.00 P,7000.0,2026-04-06,676.95,666.7,1,687.2,2,596.07,1,6,2,-0.998,0.0,-0.115,0.046,-1.346,24.886,29.0,680.831,681.11,-85.04,6318.89
PUT,SPXW  260406P07025000,SPXW 04/06/2026 7025.00 P,7025.0,2026-04-06,700.9,691.4,1,710.4,1,635.59,1,0,1,-0.999,0.0,-0.101,0.036,-1.351,25.047,29.0,705.805,706.11,-70.52,6318.89
PUT,SPXW  260406P07050000,SPXW 04/06/2026 7050.00 P,7050.0,2026-04-06,726.15,716.7,1,735.6,1,233.0,1,1,0,-0.998,0.0,-0.115,0.043,-1.355,26.453,29.0,730.83,731.11,-498.11,6318.89
PUT,SPXW  260406P07075000,SPXW 04/06/2026 7075.00 P,7075.0,2026-04-06,748.6,740.1,1,757.1,1,653.77,1,1,0,-0.999,0.0,-0.101,0.034,-1.361,26.576,29.0,755.805,756.11,-102.34,6318.89
PUT,SPXW  260406P07100000,SPXW 04/06/2026 7100.00 P,7100.0,2026-04-06,774.3,766.5,1,782.1,1,726.83,2,9,0,-0.998,0.0,-0.115,0.042,-1.365,28.009,29.0,780.79,781.11,-54.28,6318.89
PUT,SPXW  260406P07125000,SPXW 04/06/2026 7125.00 P,7125.0,2026-04-06,799.35,791.6,1,807.1,1,0.0,0,0,0,-0.999,0.0,-0.101,0.032,-1.37,28.078,29.0,805.765,806.11,-806.11,6318.89
PUT,SPXW  260406P07150000,SPXW 04/06/2026 7150.00 P,7150.0,2026-04-06,826.05,816.6,1,835.5,1,820.62,6,0,6,-0.999,0.0,-0.087,0.023,-1.376,27.913,29.0,830.78,831.11,-10.49,6318.89
